03-03-2026 14:29:35-debug: %cImport%c: /Applications/Cocos/Creator/3.7.3/CocosCreator.app/Contents/Resources/resources/3d/engine/editor/assets/chunks background: #aaff85; color: #000; color: #000;
04-03-2026 17:18:36-debug: // ---- build task Query and organize assets ---- (1ms)
04-03-2026 17:18:36-debug: run build task Query and organize assets success in 1 ms √7%
04-03-2026 17:18:36-debug: Organize scripts start7%
04-03-2026 17:18:36-debug: // ---- build task Organize scripts ----
04-03-2026 17:18:36-debug: Process: heapTotal 217.98MB heapUsed 196.69MB rss 220.55MB
04-03-2026 17:18:36-debug: sort script group...
04-03-2026 17:18:36-debug: // ---- build task Organize scripts ---- (1ms)
04-03-2026 17:18:36-debug: // ---- build task Init settings and config ----
04-03-2026 17:18:36-debug: run build task Organize scripts success in 1 ms √10%
04-03-2026 17:18:36-debug: Init settings and config start10%
04-03-2026 17:18:36-debug: Process: heapTotal 217.98MB heapUsed 196.72MB rss 220.56MB
04-03-2026 17:18:36-debug: run build task Init settings and config success in 0 ms √11%
04-03-2026 17:18:36-debug: builder.tasks.settings.macro does not defined in i18n
04-03-2026 17:18:36-debug: builder.tasks.settings.macro start11%
04-03-2026 17:18:36-debug: // ---- build task builder.tasks.settings.macro ----
04-03-2026 17:18:36-debug: Process: heapTotal 217.98MB heapUsed 196.75MB rss 220.61MB
04-03-2026 17:18:36-debug: // ---- build task builder.tasks.settings.macro ---- (1ms)
04-03-2026 17:18:36-debug: Sort some build options to settings.json start11%
04-03-2026 17:18:36-debug: // ---- build task Sort some build options to settings.json ----
04-03-2026 17:18:36-debug: Process: heapTotal 217.98MB heapUsed 196.15MB rss 220.64MB
04-03-2026 17:18:36-debug: run build task builder.tasks.settings.macro success in 1 ms √11%
04-03-2026 17:18:36-debug: // ---- build task Sort some build options to settings.json ---- (1ms)
04-03-2026 17:18:36-debug: // ---- build task custom joint texture layouts ----
04-03-2026 17:18:36-debug: custom joint texture layouts start12%
04-03-2026 17:18:36-debug: Process: heapTotal 217.98MB heapUsed 196.21MB rss 220.88MB
04-03-2026 17:18:36-debug: run build task Sort some build options to settings.json success in 1 ms √12%
04-03-2026 17:18:36-debug: run build task custom joint texture layouts success in 0 ms √12%
04-03-2026 17:18:36-debug: custom joint physics start12%
04-03-2026 17:18:36-debug: // ---- build task custom joint physics ----
04-03-2026 17:18:36-debug: Process: heapTotal 217.98MB heapUsed 196.23MB rss 220.88MB
04-03-2026 17:18:36-debug: run build task custom joint physics success in 0 ms √13%
04-03-2026 17:18:36-debug: // ---- build task Fill script data to settings ----
04-03-2026 17:18:36-debug: Fill script data to settings start13%
04-03-2026 17:18:36-debug: Process: heapTotal 217.98MB heapUsed 196.24MB rss 220.94MB
04-03-2026 17:18:36-debug: run build task Fill script data to settings success in 0 ms √13%
04-03-2026 17:18:36-debug: Fill scene data to settings start13%
04-03-2026 17:18:36-debug: // ---- build task Fill scene data to settings ----
04-03-2026 17:18:36-debug: Process: heapTotal 217.98MB heapUsed 196.26MB rss 220.94MB
04-03-2026 17:18:36-debug: Organize assets groups，generate packedAssets and rawAssets data start14%
04-03-2026 17:18:36-debug: run build task Fill scene data to settings success in 0 ms √14%
04-03-2026 17:18:36-debug: Process: heapTotal 217.98MB heapUsed 196.27MB rss 220.95MB
04-03-2026 17:18:36-debug: // ---- build task Organize assets groups，generate packedAssets and rawAssets data ----
04-03-2026 17:18:36-debug: // ---- build task Organize assets groups，generate packedAssets and rawAssets data ---- (1ms)
04-03-2026 17:18:36-debug: Process: heapTotal 217.98MB heapUsed 196.30MB rss 221.02MB
04-03-2026 17:18:36-debug: Generate md5AssetsMap from suffixMap to settings start14%
04-03-2026 17:18:36-debug: // ---- build task Generate md5AssetsMap from suffixMap to settings ----
04-03-2026 17:18:36-debug: run build task Organize assets groups，generate packedAssets and rawAssets data success in 1 ms √14%
04-03-2026 17:18:36-debug: options.md5Cache is false.
04-03-2026 17:18:36-debug: run build task Generate md5AssetsMap from suffixMap to settings success in 0 ms √15%
04-03-2026 17:19:19-debug: programming:execute-script (4ms)
04-03-2026 17:19:26-debug: Query all assets info in project
04-03-2026 17:19:26-debug: BuildAssetLibrary query-assets with assets 799
04-03-2026 17:19:26-debug:   Number of all scripts: 6
04-03-2026 17:19:26-debug: Query asset bundle start0%
04-03-2026 17:19:26-debug: // ---- build task Query asset bundle ----
04-03-2026 17:19:26-debug: Process: heapTotal 217.98MB heapUsed 197.65MB rss 219.98MB
04-03-2026 17:19:26-debug: init custom config: keepNodeUuid: false, useCache: true
04-03-2026 17:19:26-debug:   Number of other assets: 650
04-03-2026 17:19:26-debug:   Number of all scenes: 0
04-03-2026 17:19:26-debug: // ---- build task Query asset bundle ---- (4ms)
04-03-2026 17:19:26-debug: Process: heapTotal 217.98MB heapUsed 197.89MB rss 220.02MB
04-03-2026 17:19:26-debug: Query and organize assets start3%
04-03-2026 17:19:26-debug: // ---- build task Query and organize assets ----
04-03-2026 17:19:26-debug: init bundle assets
04-03-2026 17:19:26-debug: run build task Query asset bundle success in 4 ms √3%
04-03-2026 17:19:26-debug: Query preload assets from cc.config.json: 60f7195c-ec2a-45eb-ba94-8955f60e81d0,1c02ae6f-4492-4915-b8f8-7492a3b1e4cd,810e96e4-e456-4468-9b59-f4e8f39732c0,efe8e2a3-eace-427b-b4f1-cb8a937ec77d,e9aa9a3e-5b2b-4ac7-a2c7-073de2b2b24f,8bbdbcdd-5cd4-4100-b6d5-b7c9625b6107,50f4348b-c883-4e2f-8f11-ce233b859fa1,fda095cb-831d-4601-ad94-846013963de8,f92806d7-1768-443f-afe8-12bcde84d0f0,dd3a144d-ab7f-41f0-82b8-2e43a090d496,f0416e68-0200-4b77-a926-4f9d16e494da,ff9be190-20a4-4e48-b68c-76e3c7cff085,970b0598-bcb0-4714-91fb-2e81440dccd8,bcd64cc6-2dd9-43f6-abbe-66318d332032,d930590d-bb92-4cc8-8bd1-23cd027f9edf,a3cd009f-0ab0-420d-9278-b9fdab939bbc,9361fd90-ba52-4f84-aa93-6e878fd576ca,c27215d8-6835-4b68-bfbb-bdeac6100c04,b5d6115f-0370-4d7c-aad3-c194cc71cf98,871c3b6c-7379-419d-bda3-794b239ab90d
04-03-2026 17:19:26-debug: Number of scenes: 0
04-03-2026 17:19:26-debug: // ---- build task Query and organize assets ---- (2ms)
04-03-2026 17:19:26-debug: // ---- build task Organize scripts ----
04-03-2026 17:19:26-debug: Organize scripts start7%
04-03-2026 17:19:26-debug: sort script group...
04-03-2026 17:19:26-debug: run build task Query and organize assets success in 2 ms √7%
04-03-2026 17:19:26-debug: Process: heapTotal 217.98MB heapUsed 198.03MB rss 220.06MB
04-03-2026 17:19:26-debug: run build task Organize scripts success in 0 ms √10%
04-03-2026 17:19:26-debug: Init settings and config start10%
04-03-2026 17:19:26-debug: Process: heapTotal 217.98MB heapUsed 198.05MB rss 220.06MB
04-03-2026 17:19:26-debug: // ---- build task Init settings and config ----
04-03-2026 17:19:26-debug: run build task Init settings and config success in 0 ms √11%
04-03-2026 17:19:26-debug: // ---- build task builder.tasks.settings.macro ----
04-03-2026 17:19:26-debug: builder.tasks.settings.macro start11%
04-03-2026 17:19:26-debug: builder.tasks.settings.macro does not defined in i18n
04-03-2026 17:19:26-debug: Process: heapTotal 217.98MB heapUsed 198.07MB rss 220.06MB
04-03-2026 17:19:26-debug: // ---- build task builder.tasks.settings.macro ---- (1ms)
04-03-2026 17:19:26-debug: run build task builder.tasks.settings.macro success in 1 ms √11%
04-03-2026 17:19:26-debug: Sort some build options to settings.json start11%
04-03-2026 17:19:26-debug: // ---- build task Sort some build options to settings.json ----
04-03-2026 17:19:26-debug: Process: heapTotal 217.98MB heapUsed 198.09MB rss 220.08MB
04-03-2026 17:19:26-debug: run build task Sort some build options to settings.json success in 0 ms √12%
04-03-2026 17:19:26-debug: custom joint texture layouts start12%
04-03-2026 17:19:26-debug: // ---- build task custom joint texture layouts ----
04-03-2026 17:19:26-debug: Process: heapTotal 217.98MB heapUsed 198.14MB rss 220.08MB
04-03-2026 17:19:26-debug: run build task custom joint texture layouts success in 1 ms √12%
04-03-2026 17:19:26-debug: custom joint physics start12%
04-03-2026 17:19:26-debug: // ---- build task custom joint physics ----
04-03-2026 17:19:26-debug: // ---- build task custom joint texture layouts ---- (1ms)
04-03-2026 17:19:26-debug: Process: heapTotal 217.98MB heapUsed 198.16MB rss 220.09MB
04-03-2026 17:19:26-debug: run build task custom joint physics success in 0 ms √13%
04-03-2026 17:19:26-debug: // ---- build task Fill script data to settings ----
04-03-2026 17:19:26-debug: Process: heapTotal 217.98MB heapUsed 198.18MB rss 220.09MB
04-03-2026 17:19:26-debug: Fill script data to settings start13%
04-03-2026 17:19:26-debug: run build task Fill script data to settings success in 0 ms √13%
04-03-2026 17:19:26-debug: Fill scene data to settings start13%
04-03-2026 17:19:26-debug: // ---- build task Fill scene data to settings ----
04-03-2026 17:19:26-debug: Process: heapTotal 217.98MB heapUsed 198.19MB rss 220.09MB
04-03-2026 17:19:26-debug: run build task Fill scene data to settings success in 0 ms √14%
04-03-2026 17:19:26-debug: // ---- build task Organize assets groups，generate packedAssets and rawAssets data ----
04-03-2026 17:19:26-debug: Process: heapTotal 217.98MB heapUsed 198.21MB rss 220.09MB
04-03-2026 17:19:26-debug: Organize assets groups，generate packedAssets and rawAssets data start14%
04-03-2026 17:19:26-debug: run build task Organize assets groups，generate packedAssets and rawAssets data success in 0 ms √14%
04-03-2026 17:19:26-debug: Generate md5AssetsMap from suffixMap to settings start14%
04-03-2026 17:19:26-debug: // ---- build task Generate md5AssetsMap from suffixMap to settings ----
04-03-2026 17:19:26-debug: Process: heapTotal 217.98MB heapUsed 198.23MB rss 220.13MB
04-03-2026 17:19:26-debug: options.md5Cache is false.
04-03-2026 17:19:26-debug: run build task Generate md5AssetsMap from suffixMap to settings success in 0 ms √15%
04-03-2026 17:21:15-debug: refresh db internal success
04-03-2026 17:21:15-debug: asset-db:worker-effect-data-processing (152ms)
04-03-2026 17:21:15-debug: refresh db assets success
04-03-2026 17:21:15-debug: asset-db:refresh-all-database (205ms)
04-03-2026 17:21:25-debug: programming:execute-script (4ms)
04-03-2026 17:21:31-debug: Query all assets info in project
04-03-2026 17:21:31-debug: BuildAssetLibrary query-assets with assets 799
04-03-2026 17:21:31-debug:   Number of other assets: 650
04-03-2026 17:21:31-debug: Query asset bundle start0%
04-03-2026 17:21:31-debug: // ---- build task Query asset bundle ----
04-03-2026 17:21:31-debug: Process: heapTotal 215.80MB heapUsed 194.66MB rss 220.75MB
04-03-2026 17:21:31-debug: init custom config: keepNodeUuid: false, useCache: true
04-03-2026 17:21:31-debug:   Number of all scenes: 0
04-03-2026 17:21:31-debug:   Number of all scripts: 6
04-03-2026 17:21:31-debug: // ---- build task Query asset bundle ---- (3ms)
04-03-2026 17:21:31-debug: Query and organize assets start3%
04-03-2026 17:21:31-debug: // ---- build task Query and organize assets ----
04-03-2026 17:21:31-debug: run build task Query asset bundle success in 3 ms √3%
04-03-2026 17:21:31-debug: Process: heapTotal 215.80MB heapUsed 194.88MB rss 221.66MB
04-03-2026 17:21:31-debug: init bundle assets
04-03-2026 17:21:31-debug: Query preload assets from cc.config.json: 60f7195c-ec2a-45eb-ba94-8955f60e81d0,1c02ae6f-4492-4915-b8f8-7492a3b1e4cd,810e96e4-e456-4468-9b59-f4e8f39732c0,efe8e2a3-eace-427b-b4f1-cb8a937ec77d,e9aa9a3e-5b2b-4ac7-a2c7-073de2b2b24f,8bbdbcdd-5cd4-4100-b6d5-b7c9625b6107,50f4348b-c883-4e2f-8f11-ce233b859fa1,fda095cb-831d-4601-ad94-846013963de8,f92806d7-1768-443f-afe8-12bcde84d0f0,dd3a144d-ab7f-41f0-82b8-2e43a090d496,f0416e68-0200-4b77-a926-4f9d16e494da,ff9be190-20a4-4e48-b68c-76e3c7cff085,970b0598-bcb0-4714-91fb-2e81440dccd8,bcd64cc6-2dd9-43f6-abbe-66318d332032,d930590d-bb92-4cc8-8bd1-23cd027f9edf,a3cd009f-0ab0-420d-9278-b9fdab939bbc,9361fd90-ba52-4f84-aa93-6e878fd576ca,c27215d8-6835-4b68-bfbb-bdeac6100c04,b5d6115f-0370-4d7c-aad3-c194cc71cf98,871c3b6c-7379-419d-bda3-794b239ab90d
04-03-2026 17:21:31-debug: Number of scenes: 0
04-03-2026 17:21:31-debug: // ---- build task Query and organize assets ---- (1ms)
04-03-2026 17:21:31-debug: // ---- build task Organize scripts ----
04-03-2026 17:21:31-debug: sort script group...
04-03-2026 17:21:31-debug: Process: heapTotal 215.80MB heapUsed 195.04MB rss 221.89MB
04-03-2026 17:21:31-debug: run build task Query and organize assets success in 1 ms √7%
04-03-2026 17:21:31-debug: Organize scripts start7%
04-03-2026 17:21:31-debug: run build task Organize scripts success in 0 ms √10%
04-03-2026 17:21:31-debug: Process: heapTotal 215.80MB heapUsed 195.06MB rss 221.94MB
04-03-2026 17:21:31-debug: // ---- build task Init settings and config ----
04-03-2026 17:21:31-debug: Init settings and config start10%
04-03-2026 17:21:31-debug: run build task Init settings and config success in 0 ms √11%
04-03-2026 17:21:31-debug: builder.tasks.settings.macro start11%
04-03-2026 17:21:31-debug: builder.tasks.settings.macro does not defined in i18n
04-03-2026 17:21:31-debug: // ---- build task builder.tasks.settings.macro ----
04-03-2026 17:21:31-debug: Process: heapTotal 215.80MB heapUsed 195.08MB rss 221.98MB
04-03-2026 17:21:31-debug: Sort some build options to settings.json start11%
04-03-2026 17:21:31-debug: // ---- build task Sort some build options to settings.json ----
04-03-2026 17:21:31-debug: run build task builder.tasks.settings.macro success in 0 ms √11%
04-03-2026 17:21:31-debug: Process: heapTotal 215.80MB heapUsed 195.10MB rss 222.08MB
04-03-2026 17:21:31-debug: // ---- build task Sort some build options to settings.json ---- (1ms)
04-03-2026 17:21:31-debug: custom joint texture layouts start12%
04-03-2026 17:21:31-debug: run build task Sort some build options to settings.json success in 1 ms √12%
04-03-2026 17:21:31-debug: // ---- build task custom joint texture layouts ----
04-03-2026 17:21:31-debug: Process: heapTotal 215.80MB heapUsed 195.15MB rss 222.30MB
04-03-2026 17:21:31-debug: run build task custom joint texture layouts success in 0 ms √12%
04-03-2026 17:21:31-debug: // ---- build task custom joint physics ----
04-03-2026 17:21:31-debug: custom joint physics start12%
04-03-2026 17:21:31-debug: Process: heapTotal 215.80MB heapUsed 195.17MB rss 222.34MB
04-03-2026 17:21:31-debug: run build task custom joint physics success in 0 ms √13%
04-03-2026 17:21:31-debug: Fill script data to settings start13%
04-03-2026 17:21:31-debug: // ---- build task Fill script data to settings ----
04-03-2026 17:21:31-debug: Process: heapTotal 215.80MB heapUsed 195.19MB rss 222.34MB
04-03-2026 17:21:31-debug: run build task Fill script data to settings success in 0 ms √13%
04-03-2026 17:21:31-debug: Fill scene data to settings start13%
04-03-2026 17:21:31-debug: // ---- build task Fill scene data to settings ----
04-03-2026 17:21:31-debug: Process: heapTotal 215.80MB heapUsed 195.20MB rss 222.38MB
04-03-2026 17:21:31-debug: // ---- build task Fill scene data to settings ---- (1ms)
04-03-2026 17:21:31-debug: run build task Fill scene data to settings success in 1 ms √14%
04-03-2026 17:21:31-debug: Organize assets groups，generate packedAssets and rawAssets data start14%
04-03-2026 17:21:31-debug: // ---- build task Organize assets groups，generate packedAssets and rawAssets data ----
04-03-2026 17:21:31-debug: Process: heapTotal 215.80MB heapUsed 195.22MB rss 222.45MB
04-03-2026 17:21:31-debug: run build task Organize assets groups，generate packedAssets and rawAssets data success in 0 ms √14%
04-03-2026 17:21:31-debug: options.md5Cache is false.
04-03-2026 17:21:31-debug: // ---- build task Generate md5AssetsMap from suffixMap to settings ----
04-03-2026 17:21:31-debug: Process: heapTotal 216.80MB heapUsed 194.61MB rss 222.47MB
04-03-2026 17:21:31-debug: Generate md5AssetsMap from suffixMap to settings start14%
04-03-2026 17:21:31-debug: run build task Generate md5AssetsMap from suffixMap to settings success in 0 ms √15%
04-03-2026 17:22:23-debug: refresh db internal success
04-03-2026 17:22:23-debug: asset-db:worker-effect-data-processing (133ms)
04-03-2026 17:22:23-debug: refresh db assets success
04-03-2026 17:22:23-debug: asset-db:refresh-all-database (171ms)
04-03-2026 17:22:35-debug: refresh db internal success
04-03-2026 17:22:35-debug: asset-db:worker-effect-data-processing (147ms)
04-03-2026 17:22:35-debug: refresh db assets success
04-03-2026 17:22:35-debug: asset-db:refresh-all-database (177ms)
04-03-2026 17:22:50-debug: refresh db internal success
04-03-2026 17:22:50-debug: asset-db:worker-effect-data-processing (114ms)
04-03-2026 17:22:50-debug: refresh db assets success
04-03-2026 17:22:50-debug: asset-db:refresh-all-database (139ms)
04-03-2026 17:23:20-debug: programming:execute-script (2ms)
04-03-2026 17:23:26-debug: Query all assets info in project
04-03-2026 17:23:26-debug: BuildAssetLibrary query-assets with assets 799
04-03-2026 17:23:26-debug:   Number of other assets: 650
04-03-2026 17:23:26-debug: Query asset bundle start0%
04-03-2026 17:23:26-debug: // ---- build task Query asset bundle ----
04-03-2026 17:23:26-debug: Process: heapTotal 228.50MB heapUsed 207.43MB rss 251.61MB
04-03-2026 17:23:26-debug:   Number of all scenes: 0
04-03-2026 17:23:26-debug:   Number of all scripts: 6
04-03-2026 17:23:26-debug: init custom config: keepNodeUuid: false, useCache: true
04-03-2026 17:23:26-debug: // ---- build task Query asset bundle ---- (3ms)
04-03-2026 17:23:26-debug: Query and organize assets start3%
04-03-2026 17:23:26-debug: Process: heapTotal 228.50MB heapUsed 207.70MB rss 251.73MB
04-03-2026 17:23:26-debug: run build task Query asset bundle success in 3 ms √3%
04-03-2026 17:23:26-debug: init bundle assets
04-03-2026 17:23:26-debug: // ---- build task Query and organize assets ----
04-03-2026 17:23:26-debug: Query preload assets from cc.config.json: 60f7195c-ec2a-45eb-ba94-8955f60e81d0,1c02ae6f-4492-4915-b8f8-7492a3b1e4cd,810e96e4-e456-4468-9b59-f4e8f39732c0,efe8e2a3-eace-427b-b4f1-cb8a937ec77d,e9aa9a3e-5b2b-4ac7-a2c7-073de2b2b24f,8bbdbcdd-5cd4-4100-b6d5-b7c9625b6107,50f4348b-c883-4e2f-8f11-ce233b859fa1,fda095cb-831d-4601-ad94-846013963de8,f92806d7-1768-443f-afe8-12bcde84d0f0,dd3a144d-ab7f-41f0-82b8-2e43a090d496,f0416e68-0200-4b77-a926-4f9d16e494da,ff9be190-20a4-4e48-b68c-76e3c7cff085,970b0598-bcb0-4714-91fb-2e81440dccd8,bcd64cc6-2dd9-43f6-abbe-66318d332032,d930590d-bb92-4cc8-8bd1-23cd027f9edf,a3cd009f-0ab0-420d-9278-b9fdab939bbc,9361fd90-ba52-4f84-aa93-6e878fd576ca,c27215d8-6835-4b68-bfbb-bdeac6100c04,b5d6115f-0370-4d7c-aad3-c194cc71cf98,871c3b6c-7379-419d-bda3-794b239ab90d
04-03-2026 17:23:26-debug: Number of scenes: 0
04-03-2026 17:23:26-debug: // ---- build task Query and organize assets ---- (2ms)
04-03-2026 17:23:26-debug: Organize scripts start7%
04-03-2026 17:23:26-debug: sort script group...
04-03-2026 17:23:26-debug: Process: heapTotal 228.50MB heapUsed 207.86MB rss 251.80MB
04-03-2026 17:23:26-debug: run build task Query and organize assets success in 2 ms √7%
04-03-2026 17:23:26-debug: // ---- build task Organize scripts ----
04-03-2026 17:23:26-debug: run build task Organize scripts success in 0 ms √10%
04-03-2026 17:23:26-debug: Init settings and config start10%
04-03-2026 17:23:26-debug: // ---- build task Init settings and config ----
04-03-2026 17:23:26-debug: Process: heapTotal 229.50MB heapUsed 207.23MB rss 251.80MB
04-03-2026 17:23:26-debug: run build task Init settings and config success in 0 ms √11%
04-03-2026 17:23:26-debug: builder.tasks.settings.macro does not defined in i18n
04-03-2026 17:23:26-debug: builder.tasks.settings.macro start11%
04-03-2026 17:23:26-debug: // ---- build task builder.tasks.settings.macro ----
04-03-2026 17:23:26-debug: Process: heapTotal 229.50MB heapUsed 207.25MB rss 251.80MB
04-03-2026 17:23:26-debug: run build task builder.tasks.settings.macro success in 0 ms √11%
04-03-2026 17:23:26-debug: Sort some build options to settings.json start11%
04-03-2026 17:23:26-debug: Process: heapTotal 229.50MB heapUsed 207.27MB rss 251.80MB
04-03-2026 17:23:26-debug: // ---- build task Sort some build options to settings.json ----
04-03-2026 17:23:26-debug: // ---- build task Sort some build options to settings.json ---- (1ms)
04-03-2026 17:23:26-debug: // ---- build task custom joint texture layouts ----
04-03-2026 17:23:26-debug: Process: heapTotal 229.50MB heapUsed 207.33MB rss 251.83MB
04-03-2026 17:23:26-debug: custom joint texture layouts start12%
04-03-2026 17:23:26-debug: run build task Sort some build options to settings.json success in 1 ms √12%
04-03-2026 17:23:26-debug: custom joint physics start12%
04-03-2026 17:23:26-debug: run build task custom joint texture layouts success in 0 ms √12%
04-03-2026 17:23:26-debug: // ---- build task custom joint physics ----
04-03-2026 17:23:26-debug: Process: heapTotal 229.50MB heapUsed 207.34MB rss 251.84MB
04-03-2026 17:23:26-debug: run build task custom joint physics success in 0 ms √13%
04-03-2026 17:23:26-debug: // ---- build task Fill script data to settings ----
04-03-2026 17:23:26-debug: Process: heapTotal 229.50MB heapUsed 207.36MB rss 251.86MB
04-03-2026 17:23:26-debug: Fill script data to settings start13%
04-03-2026 17:23:26-debug: Fill scene data to settings start13%
04-03-2026 17:23:26-debug: run build task Fill script data to settings success in 0 ms √13%
04-03-2026 17:23:26-debug: // ---- build task Fill scene data to settings ----
04-03-2026 17:23:26-debug: Process: heapTotal 229.50MB heapUsed 207.37MB rss 251.86MB
04-03-2026 17:23:26-debug: Organize assets groups，generate packedAssets and rawAssets data start14%
04-03-2026 17:23:26-debug: run build task Fill scene data to settings success in 0 ms √14%
04-03-2026 17:23:26-debug: // ---- build task Organize assets groups，generate packedAssets and rawAssets data ----
04-03-2026 17:23:26-debug: Process: heapTotal 229.50MB heapUsed 207.39MB rss 251.86MB
04-03-2026 17:23:26-debug: run build task Organize assets groups，generate packedAssets and rawAssets data success in 0 ms √14%
04-03-2026 17:23:26-debug: // ---- build task Generate md5AssetsMap from suffixMap to settings ----
04-03-2026 17:23:26-debug: Generate md5AssetsMap from suffixMap to settings start14%
04-03-2026 17:23:26-debug: Process: heapTotal 229.50MB heapUsed 207.41MB rss 251.89MB
04-03-2026 17:23:26-debug: options.md5Cache is false.
04-03-2026 17:23:26-debug: run build task Generate md5AssetsMap from suffixMap to settings success in 0 ms √15%
04-03-2026 17:23:41-debug: refresh db internal success
04-03-2026 17:23:41-debug: asset-db:worker-effect-data-processing (116ms)
04-03-2026 17:23:41-debug: refresh db assets success
04-03-2026 17:23:41-debug: asset-db:refresh-all-database (156ms)
04-03-2026 17:23:48-debug: start refresh asset from /Users/SivasankarS/My_Work_Space/Projects /Cocos/FGUI/assets/Game.scene...
04-03-2026 17:23:48-debug: %cImport%c: /Users/SivasankarS/My_Work_Space/Projects /Cocos/FGUI/assets/Game.scenebackground: #aaff85; color: #000;color: #000;
04-03-2026 17:23:48-debug: refresh asset /Users/SivasankarS/My_Work_Space/Projects /Cocos/FGUI/assets success
04-03-2026 17:23:59-debug: start refresh asset from /Users/SivasankarS/My_Work_Space/Projects /Cocos/FGUI/assets/Scene...
04-03-2026 17:23:59-debug: %cImport%c: /Users/SivasankarS/My_Work_Space/Projects /Cocos/FGUI/assets/Scenebackground: #aaff85; color: #000;color: #000;
04-03-2026 17:23:59-debug: refresh asset /Users/SivasankarS/My_Work_Space/Projects /Cocos/FGUI/assets success
04-03-2026 17:24:02-debug: start move asset from /Users/SivasankarS/My_Work_Space/Projects /Cocos/FGUI/assets/Game.scene -> /Users/SivasankarS/My_Work_Space/Projects /Cocos/FGUI/assets/Scene/Game.scene...
04-03-2026 17:24:02-debug: start refresh asset from /Users/SivasankarS/My_Work_Space/Projects /Cocos/FGUI/assets/Scene/Game.scene...
04-03-2026 17:24:02-debug: %cImport%c: /Users/SivasankarS/My_Work_Space/Projects /Cocos/FGUI/assets/Scene/Game.scenebackground: #aaff85; color: #000;color: #000;
04-03-2026 17:24:02-debug: refresh asset /Users/SivasankarS/My_Work_Space/Projects /Cocos/FGUI/assets/Scene success
04-03-2026 17:24:02-debug: refresh asset /Users/SivasankarS/My_Work_Space/Projects /Cocos/FGUI success
04-03-2026 17:24:02-debug: move asset from /Users/SivasankarS/My_Work_Space/Projects /Cocos/FGUI/assets/Game.scene -> /Users/SivasankarS/My_Work_Space/Projects /Cocos/FGUI/assets/Scene/Game.scene success
04-03-2026 17:24:02-debug: start refresh asset from /Users/SivasankarS/My_Work_Space/Projects /Cocos/FGUI/assets...
04-03-2026 17:24:02-debug: %cImport%c: /Users/SivasankarS/My_Work_Space/Projects /Cocos/FGUI/assets/Scenebackground: #aaff85; color: #000;color: #000;
04-03-2026 17:25:03-debug: refresh db internal success
04-03-2026 17:25:04-debug: asset-db:worker-effect-data-processing (95ms)
04-03-2026 17:25:04-debug: refresh db assets success
04-03-2026 17:25:04-debug: asset-db:refresh-all-database (149ms)
04-03-2026 17:25:19-debug: programming:execute-script (3ms)
04-03-2026 17:25:25-debug: Query all assets info in project
04-03-2026 17:25:25-debug: BuildAssetLibrary query-assets with assets 800
04-03-2026 17:25:25-debug:   Number of all scenes: 1
04-03-2026 17:25:25-debug: Query asset bundle start0%
04-03-2026 17:25:25-debug: // ---- build task Query asset bundle ----
04-03-2026 17:25:25-debug: init custom config: keepNodeUuid: false, useCache: true
04-03-2026 17:25:25-debug: Process: heapTotal 230.55MB heapUsed 207.88MB rss 112.78MB
04-03-2026 17:25:25-debug:   Number of all scripts: 6
04-03-2026 17:25:25-debug:   Number of other assets: 650
04-03-2026 17:25:25-debug: // ---- build task Query asset bundle ---- (5ms)
04-03-2026 17:25:25-debug: Process: heapTotal 230.55MB heapUsed 208.20MB rss 114.48MB
04-03-2026 17:25:25-debug: init bundle assets
04-03-2026 17:25:25-debug: Query and organize assets start3%
04-03-2026 17:25:25-debug: run build task Query asset bundle success in 5 ms √3%
04-03-2026 17:25:25-debug: // ---- build task Query and organize assets ----
04-03-2026 17:25:25-debug: Query preload assets from cc.config.json: 60f7195c-ec2a-45eb-ba94-8955f60e81d0,1c02ae6f-4492-4915-b8f8-7492a3b1e4cd,810e96e4-e456-4468-9b59-f4e8f39732c0,efe8e2a3-eace-427b-b4f1-cb8a937ec77d,e9aa9a3e-5b2b-4ac7-a2c7-073de2b2b24f,8bbdbcdd-5cd4-4100-b6d5-b7c9625b6107,50f4348b-c883-4e2f-8f11-ce233b859fa1,fda095cb-831d-4601-ad94-846013963de8,f92806d7-1768-443f-afe8-12bcde84d0f0,dd3a144d-ab7f-41f0-82b8-2e43a090d496,f0416e68-0200-4b77-a926-4f9d16e494da,ff9be190-20a4-4e48-b68c-76e3c7cff085,970b0598-bcb0-4714-91fb-2e81440dccd8,bcd64cc6-2dd9-43f6-abbe-66318d332032,d930590d-bb92-4cc8-8bd1-23cd027f9edf,a3cd009f-0ab0-420d-9278-b9fdab939bbc,9361fd90-ba52-4f84-aa93-6e878fd576ca,c27215d8-6835-4b68-bfbb-bdeac6100c04,b5d6115f-0370-4d7c-aad3-c194cc71cf98,871c3b6c-7379-419d-bda3-794b239ab90d
04-03-2026 17:25:25-debug: Number of scenes: 1
04-03-2026 17:25:25-debug: // ---- build task Query and organize assets ---- (1ms)
04-03-2026 17:25:25-debug: // ---- build task Organize scripts ----
04-03-2026 17:25:25-debug: Process: heapTotal 230.55MB heapUsed 208.35MB rss 115.20MB
04-03-2026 17:25:25-debug: run build task Query and organize assets success in 1 ms √7%
04-03-2026 17:25:25-debug: Organize scripts start7%
04-03-2026 17:25:25-debug: sort script group...
04-03-2026 17:25:25-debug: run build task Organize scripts success in 0 ms √10%
04-03-2026 17:25:25-debug: Init settings and config start10%
